Abstract	Author	Author Hierarchy	Bookmarks	Cited By Count	Country	DatasetIds	DOI	Funding Details	Id	Keywords	Link	Organization	OriginId	Publication Name	Publication Type	Published	Published Year	Title	Cluster Label	Collection Date	Collection Group	Collection Label	Collection Owner	Comment Author	Comment Date	Comment Id	Comment Text
Rho is a hexameric bacterial RNA helicase, which became a paradigm of factor-dependent transcription termination. The broadly accepted (“textbook”) model posits a series of steps, wherein Rho first binds C-rich Rho utilization (rut) sites on nascent RNA, uses its ATP-dependent translocase activity to catch up with RNA polymerase (RNAP), and either pulls the transcript from the elongation complex or pushes RNAP forward, thus terminating transcription. However, this appealingly simple mechano-chemical model lacks a biological realism and is increasingly at odds with genetic and biochemical data. Here, we summarize recent structural and biochemical studies that have advanced our understanding of molecular details of RNA recognition, termination signaling, and RNAP inactivation in Rho-dependent transcription termination, rebalancing the view in favor of an alternative “allosteric” mechanism. In the revised model, Rho binds RNAP early in elongation assisted by the cofactors NusA and NusG, forming a pre-termination complex (PTC). The formation of PTC allows Rho to continuously sample nascent transcripts for a termination signal, which subsequently traps the elongation complex in an inactive state prior to its dissociation.	Hao Z.|Svetlov V.|Nudler E.	United States/NYU Grossman School of Medicine/Hao Z.|United States/NYU Grossman School of Medicine/Svetlov V.|United States/NYU Grossman School of Medicine/Nudler E.			United States	6bedea33-7d07-464a-bc87-ef20c103df99	10.1080/21541264.2021.1991773	National Institutes of Health	668daa29393fbc602a7f6af7	Rho-dependent termination|RNA polymerase	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118273828&origin=inward	NYU Grossman School of Medicine	2-s2.0-85118273828	Transcription	Journal	2021-01-01T00:00:00Z	2021	Rho-dependent transcription termination: a revisionist view									
Nicotinamide adenine dinucleotide phosphate (NADP) is an indispensable metabolic co-substrate and nicotinic acid adenine dinucleotide phosphate (NAADP) is an important Ca2+ releasing intracellular second messenger. Exploration of the NADP and NAADP interactome often requires the synthesis of NADP derivatives substituted on the adenosine nucleoside. The introduction of the 2′-phosphate of NADP makes the synthesis of substituted NADP derivatives difficult. We have employed recombinant human NAD kinase expressed in E. coli as an enzymatic reagent to convert readily available synthetic NAD derivatives to NADP analogs, which were subsequently transformed into NAADP derivatives using enzyme catalyzed pyridine base exchange. 8-Ethynyl-NADP, 8-ethynyl-NAADP and 5-N3-8-ethynyl-NAADP were synthesized starting from a protected 8-ethynyladenosine using a combination of chemical and enzymatic steps and the NAADP derivatives shown to be recognized by the sea urchin NAADP receptor at low concentration. Our methodology will enable researchers to produce mono- and bi-substituted NADP and NAADP analogs that can be applied in proteomic studies to identify NADP and NAADP binding proteins.	Su P.|Bretz J.D.|Gunaratne G.S.|Marchant J.S.|Walseth T.F.|Slama J.T.	United States/College of Medicine and Life Sciences/Su P.|United States/College of Medicine and Life Sciences/Bretz J.D.|United States/College of Medicine and Life Sciences/Slama J.T.|United States/Medical College of Wisconsin/Gunaratne G.S.|United States/Medical College of Wisconsin/Marchant J.S.|United States/University of Minnesota Medical School/Gunaratne G.S.|United States/University of Minnesota Medical School/Walseth T.F.			United States	6bedea33-7d07-464a-bc87-ef20c103df99	10.1016/j.bmc.2020.115901	National Institutes of Health	668daa29393fbc602a7f6af8		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097775581&origin=inward	College of Medicine and Life Sciences|Medical College of Wisconsin|University of Minnesota Medical School	2-s2.0-85097775581	Bioorganic and Medicinal Chemistry	Journal	2021-01-15T00:00:00Z	2021	Chemo-enzymatic synthesis of adenine substituted nicotinic acid adenine dinucleotide phosphate (NAADP) analogs									
The ability of metal ionophores to induce cellular metal hyperaccumulation endows them with potent antimicrobial activity; however, the targets and mechanisms behind these outcomes are not well understood. This work describes the first utilization of proteome-wide measurements of protein folding stability in combination with protein expression level analysis to identify protein targets of copper, thereby providing new insight into ionophore-induced copper toxicity in E. coli. The protein folding stability analysis employed a one-pot protocol for pulse proteolysis (PP) in combination with a semi-tryptic peptide enrichment strategy for proteolysis procedures (STEPP) to generate stability profiles for proteins in cell lysates derived from E. coli exposed to copper with and without two ionophores, the antimicrobial agent pyrithione and its β-lactamase-activated prodrug, PcephPT. As part of this work, the above cell lysates were also subject to protein expression level analysis using conventional quantitative bottom-up proteomic methods. The protein folding stability and expression level profiles generated here enabled the effects of ionophore vs copper to be distinguished and revealed copper-driven stability changes in proteins involved in processes spanning metabolism, translation, and cell redox homeostasis. The 159 differentially stabilized proteins identified in this analysis were significantly more numerous (∼3×) than the 53 proteins identified with differential expression levels. These results illustrate the unique information that protein stability measurements can provide to decipher metal-dependent processes in drug mode of action studies.	Wiebelhaus N.|Zaengle-Barone J.M.|Hwang K.K.|Franz K.J.|Fitzgerald M.C.	United States/Duke University/Wiebelhaus N.|United States/Duke University/Zaengle-Barone J.M.|United States/Duke University/Hwang K.K.|United States/Duke University/Franz K.J.|United States/Duke University/Fitzgerald M.C.			United States	6bedea33-7d07-464a-bc87-ef20c103df99	10.1021/acschembio.0c00900	National Institutes of Health	668daa29393fbc602a7f6af9		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85098774317&origin=inward	Duke University	2-s2.0-85098774317	ACS Chemical Biology	Journal	2021-01-15T00:00:00Z	2021	Protein Folding Stability Changes across the Proteome Reveal Targets of Cu Toxicity in E. coli									
The selection of growth media is a very important consideration of any cell-based proteomics experiment. Alterations thereof may result in differences in basal proteomes simply due to disparities in the metabolite composition of the media. We investigate the effect of growth media on the proteomes of three microorganisms, specifically E. coli, S. cerevisiae, and S. pombe, using tandem mass tag (TMT)-based quantitative proteomics. We compared the protein abundance profiles of these microorganisms propagated in two distinct growth media that are commonly used for the respective organism. Our sample preparation strategy included SP3 bead-assisted protein isolation and digestion. In addition, we assembled a replicate set of samples in which we altered the proteolytic digestion from sequential treatment with LysC and trypsin to only LysC. Despite differences in peptides identified and a drop in quantified proteins, the results were similar between the two datasets for all three microorganisms. Approximately 10% of the proteins of each respective microorganism were significantly altered in each dataset. As expected, gene ontology analysis revealed that the majority of differentially expressed proteins are implicated in metabolism. These data emphasize further the importance and the potential consequences of growth media selection. Significance: Various microorganisms are used as model systems throughout in biological studies, including proteomics-based investigations. The growth conditions of these organisms are of utmost importance, of which one major consideration is the choice of growth media. We hypothesize that growth media selection has a considerable impact on the baseline proteome of a given microorganism. To test this hypothesis, we used tandem mass tag (TMT)-based quantitative multiplexed proteomics to profile the proteomes of E. coli, S. cerevisiae, and S. pombe each grown in two different, yet common, growth media for the respective species. Our data show that approximately 10% of the proteins of each respective microorganism were significantly altered and that many of the differentially expressed proteins are implicated in metabolism. We provide several datasets which are potentially valuable for growth media selection with respect to downstream biochemical analysis.	Navarrete-Perea J.|Gygi S.P.|Paulo J.A.	United States/Harvard Medical School/Navarrete-Perea J.|United States/Harvard Medical School/Gygi S.P.|United States/Harvard Medical School/Paulo J.A.			United States	6bedea33-7d07-464a-bc87-ef20c103df99	10.1016/j.jprot.2020.104006	National Institutes of Health	668daa29393fbc602a7f6afa	Lumos|LysC|Microorganism|Multi-notch|SPS-MS3|TMT	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092520075&origin=inward	Harvard Medical School	2-s2.0-85092520075	Journal of Proteomics	Journal	2021-01-16T00:00:00Z	2021	Growth media selection alters the proteome profiles of three model microorganisms									
Donati and Kuntz et al., study the consequences of CRISPR interference in Escherichia coli metabolism. Their work suggests that metabolism is robust against knockdowns of enzymes and that regulatory metabolite-protein interactions buffer such perturbations.	Donati S.|Kuntz M.|Pahl V.|Farke N.|Beuter D.|Glatter T.|Gomes-Filho J.V.|Randau L.|Wang C.Y.|Link H.	Germany/Max Planck Institute for Terrestrial Microbiology/Donati S.|Germany/Max Planck Institute for Terrestrial Microbiology/Kuntz M.|Germany/Max Planck Institute for Terrestrial Microbiology/Pahl V.|Germany/Max Planck Institute for Terrestrial Microbiology/Farke N.|Germany/Max Planck Institute for Terrestrial Microbiology/Beuter D.|Germany/Max Planck Institute for Terrestrial Microbiology/Glatter T.|Germany/Max Planck Institute for Terrestrial Microbiology/Gomes-Filho J.V.|Germany/Max Planck Institute for Terrestrial Microbiology/Randau L.|Germany/Max Planck Institute for Terrestrial Microbiology/Wang C.Y.|Germany/Max Planck Institute for Terrestrial Microbiology/Link H.			Germany	6bedea33-7d07-464a-bc87-ef20c103df99	10.1016/j.cels.2020.10.011	Horizon 2020 Framework Programme	668daa29393fbc602a7f6afb	allosteric regulation|CRISPR interference|metabolic robustness|metabolomics|proteomics|transcriptional regulation	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097450877&origin=inward	Max Planck Institute for Terrestrial Microbiology	2-s2.0-85097450877	Cell Systems	Journal	2021-01-20T00:00:00Z	2021	Multi-omics Analysis of CRISPRi-Knockdowns Identifies Mechanisms that Buffer Decreases of Enzymes in E. coli Metabolism									
Biological processes are regulated by intermolecular interactions and chemical modifications that do not affect protein levels, thus escaping detection in classical proteomic screens. We demonstrate here that a global protein structural readout based on limited proteolysis-mass spectrometry (LiP-MS) detects many such functional alterations, simultaneously and in situ, in bacteria undergoing nutrient adaptation and in yeast responding to acute stress. The structural readout, visualized as structural barcodes, captured enzyme activity changes, phosphorylation, protein aggregation, and complex formation, with the resolution of individual regulated functional sites such as binding and active sites. Comparison with prior knowledge, including other ‘omics data, showed that LiP-MS detects many known functional alterations within well-studied pathways. It suggested distinct metabolite-protein interactions and enabled identification of a fructose-1,6-bisphosphate-based regulatory mechanism of glucose uptake in E. coli. The structural readout dramatically increases classical proteomics coverage, generates mechanistic hypotheses, and paves the way for in situ structural systems biology.	Cappelletti V.|Hauser T.|Piazza I.|Pepelnjak M.|Malinovska L.|Fuhrer T.|Li Y.|Dörig C.|Boersema P.|Gillet L.|Grossbach J.|Dugourd A.|Saez-Rodriguez J.|Beyer A.|Zamboni N.|Caflisch A.|de Souza N.|Picotti P.	Switzerland/ETH Zürich/Cappelletti V.|Switzerland/ETH Zürich/Hauser T.|Switzerland/ETH Zürich/Piazza I.|Switzerland/ETH Zürich/Pepelnjak M.|Switzerland/ETH Zürich/Malinovska L.|Switzerland/ETH Zürich/Fuhrer T.|Switzerland/ETH Zürich/Dörig C.|Switzerland/ETH Zürich/Boersema P.|Switzerland/ETH Zürich/Gillet L.|Switzerland/ETH Zürich/Zamboni N.|Switzerland/ETH Zürich/de Souza N.|Switzerland/ETH Zürich/Picotti P.|Switzerland/Universität Zürich/Li Y.|Switzerland/Universität Zürich/Caflisch A.|Switzerland/Universität Zürich/de Souza N.|Germany/Universität zu Köln/Grossbach J.|Germany/Universität zu Köln/Beyer A.|Germany/Universität Heidelberg/Dugourd A.|Germany/Universität Heidelberg/Saez-Rodriguez J.			Switzerland|Germany	6bedea33-7d07-464a-bc87-ef20c103df99	10.1016/j.cell.2020.12.021	Stanford University	668daa29393fbc602a7f6afc	E. coli|functional proteomics|limited proteolysis|mass spectrometry|metabolism|protein aggregation|structural biology|structural proteomics|structural systems biology|yeast	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099126244&origin=inward	ETH Zürich|Universität zu Köln|Universität Heidelberg|Universität Zürich	2-s2.0-85099126244	Cell	Journal	2021-01-21T00:00:00Z	2021	Dynamic 3D proteomes reveal protein functional alterations at high resolution in situ									
Isoprenoids are vital for all organisms, in which they maintain membrane stability and support core functions such as respiration1. IspH, an enzyme in the methyl erythritol phosphate pathway of isoprenoid synthesis, is essential for Gram-negative bacteria, mycobacteria and apicomplexans2,3. Its substrate, (E)-4-hydroxy-3-methyl-but-2-enyl pyrophosphate (HMBPP), is not produced in metazoans, and in humans and other primates it activates cytotoxic Vγ9Vδ2 T cells at extremely low concentrations4–6. Here we describe a class of IspH inhibitors and refine their potency to nanomolar levels through structure-guided analogue design. After modification of these compounds into prodrugs for delivery into bacteria, we show that they kill clinical isolates of several multidrug-resistant bacteria—including those from the genera Acinetobacter, Pseudomonas, Klebsiella, Enterobacter, Vibrio, Shigella, Salmonella, Yersinia, Mycobacterium and Bacillus—yet are relatively non-toxic to mammalian cells. Proteomic analysis reveals that bacteria treated with these prodrugs resemble those after conditional IspH knockdown. Notably, these prodrugs also induce the expansion and activation of human Vγ9Vδ2 T cells in a humanized mouse model of bacterial infection. The prodrugs we describe here synergize the direct killing of bacteria with a simultaneous rapid immune response by cytotoxic γδ T cells, which may limit the increase of antibiotic-resistant bacterial populations.	Singh K.S.|Sharma R.|Reddy P.A.N.|Vonteddu P.|Good M.|Sundarrajan A.|Choi H.|Muthumani K.|Kossenkov A.|Goldman A.R.|Tang H.Y.|Totrov M.|Cassel J.|Murphy M.E.|Somasundaram R.|Herlyn M.|Salvino J.M.|Dotiwala F.	United States/Molsoft LLC/Totrov M.|United States/The Wistar Institute/Singh K.S.|United States/The Wistar Institute/Sharma R.|United States/The Wistar Institute/Reddy P.A.N.|United States/The Wistar Institute/Vonteddu P.|United States/The Wistar Institute/Good M.|United States/The Wistar Institute/Sundarrajan A.|United States/The Wistar Institute/Choi H.|United States/The Wistar Institute/Muthumani K.|United States/The Wistar Institute/Kossenkov A.|United States/The Wistar Institute/Goldman A.R.|United States/The Wistar Institute/Tang H.Y.|United States/The Wistar Institute/Cassel J.|United States/The Wistar Institute/Murphy M.E.|United States/The Wistar Institute/Somasundaram R.|United States/The Wistar Institute/Herlyn M.|United States/The Wistar Institute/Salvino J.M.|United States/The Wistar Institute/Dotiwala F.			United States	6bedea33-7d07-464a-bc87-ef20c103df99	10.1038/s41586-020-03074-x	National Institutes of Health	668daa29393fbc602a7f6afd		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099510254&origin=inward	Molsoft LLC|The Wistar Institute	2-s2.0-85099510254	Nature	Journal	2021-01-28T00:00:00Z	2021	IspH inhibitors kill Gram-negative bacteria and mobilize immune clearance									
Plantaricin BM-1, a class IIa bacteriocin produced by Lactobacillus plantarum BM-1, has significant antibacterial activity against Gram-positive and Gram-negative bacteria. This study aimed to explore the role of the Escherichia coli K12 outer membrane (OM) channel protein TolC in the response to plantaricin BM-1. The tolC null mutant (E. coli K12∆tolC) was constructed by Red homologous recombination. The mechanism of tolC regulating the sensitivity of E. coli K12 under plantaricin BM-1 was investigated. tolC null mutation significantly increased the E. coli K12 sensitivity to plantaricin BM-1 and inhibited biofilm formation, and cells ruptured and shrunk. Proteomic analysis showed that the AcrAB-TolC and EmrAB-TolC efflux pumps were significantly (p < 0.05) upregulated in E. coli K12∆tolC. Based on the results of real-time PCR, we concluded that under plantaricin BM-1, the CpxR/CpxA two-component regulatory system of E. coli K12 responded with envelope damage, followed by activation of the transcription of marA and expression of AcrAB-TolC efflux pump. Moreover, tolC null mutation weakened the AcrAB-TolC efflux pump and then increased the sensitivity of E. coli K12 to plantaricin BM-1. These will contribute exploring the action mechanism of class IIa bacteriocins against Gram-negative bacteria.	Wang H.|Zhang H.|Zhang H.|Jin J.|Xie Y.	China/Beijing University of Agriculture/Wang H.|China/Beijing University of Agriculture/Zhang H.|China/Beijing University of Agriculture/Zhang H.|China/Beijing University of Agriculture/Jin J.|China/Beijing University of Agriculture/Xie Y.			China	6bedea33-7d07-464a-bc87-ef20c103df99	10.1007/s12602-020-09671-6	Beijing Municipal Commission of Education	668daa29393fbc602a7f6afe	Bacteriocins|Biofilm|CpxR/CpxA two-component|Proteome|TolC	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086384822&origin=inward	Beijing University of Agriculture	2-s2.0-85086384822	Probiotics and Antimicrobial Proteins	Journal	2021-02-01T00:00:00Z	2021	Outer Membrane Channel Protein TolC Regulates Escherichia coli K12 Sensitivity to Plantaricin BM-1 via the CpxR/CpxA Two-Component Regulatory System									
Antimony, like arsenic, is a toxic metalloid widely distributed in the environment. Microbial detoxification of antimony has recently been identified. Here we describe a novel bacterial P1B-type antimonite (Sb(III))-translocating ATPase from the antimony-mining bacterium Comamonas testosterone JL40 that confers resistance to Sb(III). In a comparative proteomics analysis of strain JL40, an operon (ant operon) was up-regulated by Sb(III). The ant operon includes three genes, antR, antC and antA. AntR belongs to the ArsR/SmtB family of metalloregulatory proteins that regulates expression of the ant operon. AntA belongs to the P1B family of the P-type cation-translocating ATPases. It has both similarities to and differences from other members of the P1B-1 subfamily and appears to be the first identified member of a distinct subfamily that we designate P1B-8. Expression AntA in E. coli AW3110 (Δars) conferred resistance to Sb(III) and reduced the intracellular concentration of Sb(III) but not As(III) or other metals. Everted membrane vesicles from cells expressing antA accumulated Sb(III) but not As(III), where uptake in everted vesicles reflects efflux from cells. AntC is a small protein with a potential Sb(III) binding site, and co-expression of AntC with AntA increased resistance to Sb(III). We propose that AntC functions as an Sb(III) chaperone to AntA, augmenting Sb(III) efflux. The identification of a novel Sb(III)-translocating ATPase enhances our understanding of the biogeochemical cycling of environmental antimony by bacteria.	An L.|Luo X.|Wu M.|Feng L.|Shi K.|Wang G.|Rosen B.P.|Li M.	United States/Herbert Wertheim College of Medicine/Rosen B.P.|China/Huazhong Agricultural University/An L.|China/Huazhong Agricultural University/Luo X.|China/Huazhong Agricultural University/Wu M.|China/Huazhong Agricultural University/Feng L.|China/Huazhong Agricultural University/Shi K.|China/Huazhong Agricultural University/Wang G.|China/Huazhong Agricultural University/Li M.			United States|China	6bedea33-7d07-464a-bc87-ef20c103df99	10.1016/j.scitotenv.2020.142393	National Institutes of Health	668daa29393fbc602a7f6aff	ant operon|Antimonite efflux|Antimonite-translocating ATPase|Comamonas testosterone	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091802412&origin=inward	Herbert Wertheim College of Medicine|Huazhong Agricultural University	2-s2.0-85091802412	Science of the Total Environment	Journal	2021-02-01T00:00:00Z	2021	Comamonas testosteroni antA encodes an antimonite-translocating P-type ATPase									
Mono(ADP‐ribosyl)ation (MARylation) is a regulatory post‐translational modification of proteins that controls their functions through a variety of mechanisms. MARylation is catalyzed by mono(ADP‐ribosyl) transferase (MART) enzymes, a subclass of the poly(ADP‐ribosyl) polymerase (PARP) family of enzymes. Although the role of PARPs and poly(ADP‐ribosyl)ation (PARylation) in cellular pathways, such as DNA repair and transcription, is well studied, the role of MARylation and MARTs (i.e., the PARP ‘monoenzymes’) are not well understood. Moreover, compared to PARPs, the development of MART‐targeted therapeutics is in its infancy. Recent studies are beginning to shed light on the structural features, catalytic targets, and biological functions of MARTs. The development of new technologies to study MARTs have uncovered essential roles for these enzymes in the regulation of cellular processes, such as RNA metabolism, cellular transport, focal adhesion, and stress responses. These insights have increased our understanding of the biological functions of MARTs in cancers, neuronal development, and immune responses. Furthermore, several novel inhibitors of MARTs have been developed and are nearing clinical utility. In this review, we summarize the biological functions and molecular mechanisms of MARTs and MARylation, as well as recent advances in technology that have enabled detection and inhibition of their activity. We emphasize PARP‐7, which is at the forefront of the MART subfamily with respect to understanding its biological roles and the development of therapeutically useful inhibitors. Collectively, the available studies reveal a growing understanding of the biochemistry, chemical biology, physiology, and pathology of MARTs.	Challa S.|Stokes M.S.|Kraus W.L.	United States/UT Southwestern Medical Center/Challa S.|United States/UT Southwestern Medical Center/Stokes M.S.|United States/UT Southwestern Medical Center/Kraus W.L.|United States/UT Southwestern Medical School/Challa S.|United States/UT Southwestern Medical School/Stokes M.S.|United States/UT Southwestern Medical School/Kraus W.L.			United States	6bedea33-7d07-464a-bc87-ef20c103df99	10.3390/cells10020313	National Cancer Institute	668daa29393fbc602a7f6b00	ADP‐ribose (ADPR)|ADP‐ribosylation (ADPRylation)|ADP‐ribosylhydrolase|Chemical genetics|Mass spectrometry|Mono(ADP‐ribosyl) transferase (MART)|Mono(ADP‐ribosylation) (MARylation)|Nicotinamide adenine dinucleotide (NAD ) +|PARP inhibitor|Poly(ADP‐ribosyl) polymerase (PARP)|Poly(ADP‐ribosylation) (PARylation)	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100979560&origin=inward	UT Southwestern Medical Center|UT Southwestern Medical School	2-s2.0-85100979560	Cells	Journal	2021-02-01T00:00:00Z	2021	Marts and marylation in the cytosol: Biological functions, mechanisms of action, and therapeutic potential									
Recent studies have shown that a key strategy of many pathogens is to use post-translational modification (PTMs) to modulate host factors critical for infection. Lysine succinylation (Ksuc) is a major PTM widespread in prokaryotic and eukaryotic cells, and is associated with the regulation of numerous important cellular processes. Vibrio alginolyticus is a common pathogen that causes serious disease problems in aquaculture. Here we used the affinity enrichment method with LC-MS/MS to report the first identification of 2082 lysine succinylation sites on 671 proteins in V. alginolyticus, and compared this with the lysine acetylation of V. alginolyticus in our previous work. The Ksuc modification of SodB and PEPCK proteins were further validated by Co-immunoprecipitation combined with Western blotting. Bioinformatics analysis showed that the identified lysine succinylated proteins are involved in various biological processes and central metabolism pathways. Moreover, a total of 1,005 (25.4%) succinyl sites on 502 (37.3%) proteins were also found to be acetylated, which indicated that an extensive crosstalk between acetylation and succinylation in V. alginolyticus occurs, especially in three central metabolic pathways: glycolysis/gluconeogenesis, TCA cycle, and pyruvate metabolism. Furthermore, we found at least 50 (7.45%) succinylated virulence factors, including LuxS, Tdh, SodB, PEPCK, ClpP, and the Sec system to play an important role in bacterial virulence. Taken together, this systematic analysis provides a basis for further study on the pathophysiological role of lysine succinylation in V. alginolyticus and provides targets for the development of attenuated vaccines.	Zeng F.|Pang H.|Chen Y.|Zheng H.|Li W.|Srinivasan R.|Hoare R.|Monaghan S.J.|Lin X.m.|Jian J.	China/Pilot National Laboratory for Marine Science and Technology/Pang H.|China/Pilot National Laboratory for Marine Science and Technology/Jian J.|China/Guangdong Ocean University/Zeng F.|China/Guangdong Ocean University/Pang H.|China/Guangdong Ocean University/Chen Y.|China/Guangdong Ocean University/Zheng H.|China/Guangdong Ocean University/Jian J.|China/Chinese Academy of Sciences/Pang H.|China/Chinese Academy of Sciences/Jian J.|China/Fujian Agriculture and Forestry University/Li W.|China/Fujian Agriculture and Forestry University/Ramanathan S.|China/Fujian Agriculture and Forestry University/Lin X.|China/Southern Marine Science and Engineering Guangdong Laboratory (Zhanjiang)/Zeng F.|China/Southern Marine Science and Engineering Guangdong Laboratory (Zhanjiang)/Pang H.|China/Southern Marine Science and Engineering Guangdong Laboratory (Zhanjiang)/Chen Y.|China/Southern Marine Science and Engineering Guangdong Laboratory (Zhanjiang)/Zheng H.|China/Southern Marine Science and Engineering Guangdong Laboratory (Zhanjiang)/Jian J.|United Kingdom/University of Stirling/Hoare R.|United Kingdom/University of Stirling/Monaghan S.J.			China|United Kingdom	6bedea33-7d07-464a-bc87-ef20c103df99	10.3389/fcimb.2020.626574	National Natural Science Foundation of China	668daa29393fbc602a7f6b01	acetylation|crosstalk|lysine succinylation|Vibrio alginolyticus|virulence factors	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85101232038&origin=inward	Pilot National Laboratory for Marine Science and Technology|Guangdong Ocean University|University of Stirling|Chinese Academy of Sciences|Fujian Agriculture and Forestry University|Southern Marine Science and Engineering Guangdong Laboratory (Zhanjiang)	2-s2.0-85101232038	Frontiers in Cellular and Infection Microbiology	Journal	2021-02-05T00:00:00Z	2021	First Succinylome Profiling of Vibrio alginolyticus Reveals Key Role of Lysine Succinylation in Cellular Metabolism and Virulence									
Butanol can be produced biologically through fermentation of lignocellulosic biomass-derived sugars by Gram-positive Clostridium species. For cost-effective production, increased butanol fermentation titers are desired. However, the currently available butanol-fermenting microbes do not tolerate sufficiently high butanol concentrations; thus, new butanol-tolerant strains are desired. One promising strategy is to genetically modify Clostridium species by introducing stress tolerance-associated genes. This study was aimed to seek butanol tolerance genes from other Gram-positive species, which might be better suited than those from Gram-negative E. coli or eukaryotic Saccharomyces cerevisiae. Several butanol-tolerant lactobacilli were reported previously, and Lactobacillus mucosae BR0713-33, which showed the most robust anaerobic growth in 4% butanol, was used here for proteomics analyses. Cellular proteins that responded to 2, 3, and 4% butanol were characterized. Twenty-nine proteins that were identified were dysregulated in response to increased concentrations of butanol in L. mucosae. Seventeen genes involved in coding for stress-tolerant proteins GroES, GroEL, and DnaK and genes involved in substrate utilization, fatty acid metabolism, and nucleotide synthesis were induced by increased butanol, and 12 genes involving energy production (F0F1ATP synthases) and redox balance preservation were repressed by increased butanol. These results can help guide targeted engineering strategies to improve tolerance and production of biobutanol.	Liu S.|Qureshi N.|Bischoff K.|Darie C.C.	United States/USDA ARS National Center for Agricultural Utilization Research/Liu S.|United States/USDA ARS National Center for Agricultural Utilization Research/Qureshi N.|United States/USDA ARS National Center for Agricultural Utilization Research/Bischoff K.|United States/Clarkson University/Darie C.C.			United States	6bedea33-7d07-464a-bc87-ef20c103df99	10.1021/acsomega.0c06028	U.S. Department of Agriculture	668daa29393fbc602a7f6b02		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100979332&origin=inward	USDA ARS National Center for Agricultural Utilization Research|Clarkson University	2-s2.0-85100979332	ACS Omega	Journal	2021-02-09T00:00:00Z	2021	Proteomic Analysis Identifies Dysregulated Proteins in Butanol-Tolerant Gram-Positive Lactobacillus mucosae BR0713-33									
Abstract: Alkyl hydroperoxide reductase (AhP), catalase G (KatG), and catalase E (KatE) are the main enzymes to scavenge the excessive hydrogen peroxide in E. coli. It was found the concentration of endogenous H2O2 was submicromolar in a mutant strain E. coli MG1655/ΔAhpΔKatEΔKatG, which was enough to cause damage to DNA and proteins as well as concomitant cell growth and metabolism. However, few studies explored how submicromolar intracellular hydrogen peroxide alters protein function and regulates the signaling pathways at the proteome level. In order to study the effect of endogenous oxidative stress caused by submicromolar hydrogen peroxide, this study first constructed a mutant strain E. coli MG1655/ΔAhpΔKatEΔKatG. Then, label-free quantitative proteomic analysis was used to quantify the differentially expressed proteins between the wild-type strain and the mutant strain. A total of 265 proteins were observed as differentially expressed proteins including 108 upregulated proteins and 157 downregulated proteins. Among them, three differentially expressed proteins were also validated by parallel reaction monitoring (PRM) methodology. The 265 differentially expressed proteins are not only involved with many metabolism pathways including the TCA cycle, the pentose phosphate pathway, and the glyoxylic acid cycle, but also activated the DNA repair and cellular antioxidant signaling pathway. These findings not only demonstrated that ahp, katE, and katG played the critical role in aerobic growth but also delineated proteins network and pathway regulated by submicromolar intracellular hydrogen peroxide, which allowed a deeper understanding of oxidative signaling in E. coli. The findings of this study also demonstrate that the mutant E. coli may serve as a cell model to investigate the effect of endogenous oxidative stress and downstream signaling pathways. Key points: • The mutant strain E. coli MG1655/ΔAhpΔKatEΔKatG was constructed to study the effect of endogenous oxidative stress in E. coli. • A total of 265 differentially expressed proteins were quantified and enriched in metabolic pathways and antioxidant systems by using label-free proteomics analysis. • The findings of this study demonstrate that the mutant E. coli may serve as an effective tool to investigate the endogenous oxidative stress. Graphical abstract: [Figure not available: see fulltext.]	Liu F.|Min R.|Hong J.|Cheng G.|Zhang Y.|Deng Y.	China/Beijing Institute of Technology/Liu F.|China/Beijing Institute of Technology/Min R.|China/Beijing Institute of Technology/Hong J.|China/Beijing Institute of Technology/Cheng G.|China/Beijing Institute of Technology/Zhang Y.|China/Beijing Institute of Technology/Deng Y.			China	6bedea33-7d07-464a-bc87-ef20c103df99	10.1007/s00253-021-11169-2	Beijing Institute of Technology	668daa29393fbc602a7f6b03	Antioxidant enzymes|Hydrogen peroxide|Oxidative stress|Quantitative proteomics	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85101771527&origin=inward	Beijing Institute of Technology	2-s2.0-85101771527	Applied Microbiology and Biotechnology	Journal	2021-03-01T00:00:00Z	2021	Quantitative proteomic analysis of ahpC/F and katE and katG knockout Escherichia coli—a useful model to study endogenous oxidative stress									
