Abstract	Author	Author Hierarchy	Bookmarks	Cited By Count	Country	DatasetIds	DOI	Funding Details	Id	Keywords	Link	Organization	OriginId	Publication Name	Publication Type	Published	Published Year	Title	Cluster Label	Collection Date	Collection Group	Collection Label	Collection Owner	Comment Author	Comment Date	Comment Id	Comment Text
	Raymond Y Huang|Simon J Boulton|Marc Vidal|Steve C Almo|Anne R Bresnick|Mark R Chance			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1016/s0006-291x(03)01265-8		668da6b6393fbc602a7f3f94	Animals|Caenorhabditis elegans Proteins|Electrophoresis, Polyacrylamide Gel|Escherichia coli|Gene Expression|Peptides|Proteomics|Recombinant Fusion Proteins|Solubility|Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization	https://pubmed.ncbi.nlm.nih.gov/12878200		12878200	Biochemical and biophysical research communications	Journal Article,Research Support, U.S. Gov't, P.H.S.	2003-08-08T00:00:00Z	2003	High-throughput expression, purification, and characterization of recombinant Caenorhabditis elegans proteins.									
	Rebecca W Corbin|Oleg Paliy|Feng Yang|Jeffrey Shabanowitz|Mark Platt|Charles E Lyons|Karen Root|Jon McAuliffe|Michael I Jordan|Sydney Kustu|Eric Soupene|Donald F Hunt			22	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1073/pnas.1533294100		668da6b6393fbc602a7f3f95	Cell Membrane|Chromatography, High Pressure Liquid|Escherichia coli|Glycerol|Mass Spectrometry|Oligonucleotide Array Sequence Analysis|Proteome|RNA, Messenger|Time Factors|Transcription, Genetic	https://pubmed.ncbi.nlm.nih.gov/12878731		12878731	Proceedings of the National Academy of Sciences of the United States of America	Journal Article,Research Support, U.S. Gov't, P.H.S.	2003-08-05T00:00:00Z	2003	Toward a protein profile of Escherichia coli: comparison to its transcription profile.									
	Kyung-Sook Chung|Dong-Uk Kim|Sung-Woo Ryoo|Eun-Jung Kang|Misun Won|Lila Kim|Young-Joo Jang|Pil-Jae Maeng|Sei-Chang Kim|Hyang-Sook Yoo|Kwang-Lae Hoe			0	Netherlands	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1023/a:1022355102192		668da6b6393fbc602a7f3f96	Escherichia coli|GTP-Binding Proteins|Gene Expression Regulation, Fungal|Membrane Proteins|Recombinant Proteins|Schizosaccharomyces|Schizosaccharomyces pombe Proteins|Transformation, Genetic	https://pubmed.ncbi.nlm.nih.gov/12882583		12882583	Biotechnology letters	Comparative Study,Journal Article,Research Support, Non-U.S. Gov't	2003-02-01T00:00:00Z	2003	Functional over-expression of the Stm1 protein, a G-protein-coupled receptor, in Schizosaccharomyces pombe.									
	Akio Matsumoto|Karrie E Comatas|Limin Liu|Jonathan S Stamler			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1126/science.1079319		668da6b6393fbc602a7f3f97	Animals|Apoptosis|Caspase 3|Caspases|Cell Line|Enzyme Inhibitors|Enzyme Precursors|Escherichia coli|Gene Library|Humans|Hydrogen Peroxide|Lysosomes|Mitochondria|Nitric Oxide|Nitric Oxide Donors|Nitric Oxide Synthase|Nitric Oxide Synthase Type I|Nitric Oxide Synthase Type II|Nitric Oxide Synthase Type III|Oxidation-Reduction|Precipitin Tests|Protein Binding|Signal Transduction|Sphingomyelin Phosphodiesterase|Transfection|Transformation, Bacterial|Triazenes|Two-Hybrid System Techniques|beta-Galactosidase|omega-N-Methylarginine	https://pubmed.ncbi.nlm.nih.gov/12893946		12893946	Science (New York, N.Y.)	Journal Article	2003-08-01T00:00:00Z	2003	Screening for nitric oxide-dependent protein-protein interactions.									
	Vladimir R Kaberdin|Kenneth J McDowall			20	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1101/gr.1277303		668da6b6393fbc602a7f3f98	Alkaline Phosphatase|Bacteriophage T4|Electrophoresis, Gel, Two-Dimensional|Electrophoresis, Polyacrylamide Gel|Escherichia coli Proteins|Gels|Oligodeoxyribonucleotides|Polynucleotide 5'-Hydroxyl-Kinase|Ribonuclease, Pancreatic|Substrate Specificity	https://pubmed.ncbi.nlm.nih.gov/12902386		12902386	Genome research	Journal Article,Research Support, Non-U.S. Gov't	2003-08-01T00:00:00Z	2003	Expanding the use of zymography by the chemical linkage of small, defined substrates to the gel matrix.									
	D V Santi			0	England	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1093/nass/44.1.147		668da6b6393fbc602a7f3f99	Amino Acid Motifs|Amino Acid Sequence|Catalytic Domain|Cysteine|DNA (Cytosine-5-)-Methyltransferases|Escherichia coli|Genome, Bacterial|Hydro-Lyases|Proteome|RNA|RNA Processing, Post-Transcriptional|RNA, Bacterial|Saccharomyces cerevisiae Proteins|tRNA Methyltransferases	https://pubmed.ncbi.nlm.nih.gov/12903311		12903311	Nucleic acids symposium series	Journal Article	2000-01-01T00:00:00Z	2000	Mechanistic studies of RNA modifying enzymes. RNA pseudouridine synthase and m5cytosine methyl transferase.									
	Norbert Stich|Arminder Gandhum|Viatcheslav Matyushin|Jos Raats|Christian Mayer|Yilmaz Alguel|Thomas Schalkhammer			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1166/jnn.2002.111		668da6b6393fbc602a7f3f9a	Antibodies|Antigen-Antibody Complex|Coated Materials, Biocompatible|Escherichia coli|Feasibility Studies|Gold|Microspheres|Nanotechnology|Peptide Library|Protein Array Analysis|Proteins|Proteomics|Surface Plasmon Resonance	https://pubmed.ncbi.nlm.nih.gov/12908266		12908266	Journal of nanoscience and nanotechnology	Evaluation Study,Journal Article,Research Support, Non-U.S. Gov't	2002-01-01T00:00:00Z	2002	Phage display antibody-based proteomic device using resonance-enhanced detection.									
	Vivek Anantharaman|L Aravind			76	England	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1186/1471-2164-4-34		668da6b6393fbc602a7f3f9b	Amino Acid Sequence|Bacterial Proteins|Biological Evolution|Genome, Bacterial|Genomics|Hydrolases|Ligands|Models, Molecular|Molecular Sequence Data|Phylogeny|Protein Structure, Tertiary|Proteome|Receptors, Cell Surface|Sequence Alignment|Sequence Analysis, DNA|Signal Transduction	https://pubmed.ncbi.nlm.nih.gov/12914674		12914674	BMC genomics	Comparative Study,Journal Article	2003-08-12T00:00:00Z	2003	Application of comparative genomics in the identification and analysis of novel families of membrane-associated receptors in bacteria.									
	Shailesh V Date|Edward M Marcotte			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1038/nbt861		668da6b6393fbc602a7f3f9c	Algorithms|Bacterial Proteins|Chromosome Mapping|Cluster Analysis|Energy Metabolism|Escherichia coli|Gene Expression Profiling|Gene Expression Regulation|Genome|Phylogeny|Proteome|Sequence Alignment|Sequence Analysis, Protein|Sequence Homology, Amino Acid|Signal Transduction	https://pubmed.ncbi.nlm.nih.gov/12923548		12923548	Nature biotechnology	Evaluation Study,Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.,Validation Study	2003-09-01T00:00:00Z	2003	Discovery of uncharacterized cellular systems by genome-wide analysis of functional linkages.									
	Yoshihito Niimura|Mahito Terabe|Takashi Gojobori|Kin-ichiro Miura			24	England	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1093/nar/gkg701		668da6b6393fbc602a7f3f9d	Animals|Arabidopsis|Base Sequence|Caenorhabditis elegans|Codon|Databases, Nucleic Acid|Drosophila melanogaster|Escherichia coli|Eukaryotic Cells|Genome|Humans|Oryza|Saccharomyces cerevisiae|Schizosaccharomyces|Statistics as Topic	https://pubmed.ncbi.nlm.nih.gov/12930971		12930971	Nucleic acids research	Comparative Study,Journal Article	2003-09-01T00:00:00Z	2003	Comparative analysis of the base biases at the gene terminal portions in seven eukaryote genomes.									
	Karen L Maxwell|Diane Bona|Chengsong Liu|Cheryl H Arrowsmith|Aled M Edwards			15	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1110/ps.0393503		668da6b6393fbc602a7f3f9e	Biophysical Phenomena|Biophysics|Circular Dichroism|Crystallography, X-Ray|Electrophoresis, Polyacrylamide Gel|Escherichia coli|Guanidine|Magnetic Resonance Spectroscopy|Protein Conformation|Protein Denaturation|Protein Folding|Proteins|Proteome|Proteomics|Recombinant Proteins	https://pubmed.ncbi.nlm.nih.gov/12931005		12931005	Protein science : a publication of the Protein Society	Journal Article,Research Support, Non-U.S. Gov't	2003-09-01T00:00:00Z	2003	Refolding out of guanidine hydrochloride is an effective approach for high-throughput structural studies of small proteins.									
	Ruth A VanBogelen			0	Germany	3ca7ede1-93e8-4fdd-98ff-e89a263c1243			668da6b6393fbc602a7f3f9f	Bacterial Proteins|Electrophoresis, Gel, Two-Dimensional|Escherichia coli|Gene Expression Regulation, Bacterial|Proteome|Proteomics|Sequence Analysis, Protein|Signal Transduction	https://pubmed.ncbi.nlm.nih.gov/12934925		12934925	Advances in biochemical engineering/biotechnology	Journal Article,Review	2003-01-01T00:00:00Z	2003	Probing the molecular physiology of the microbial organism, Escherichia coli using proteomics.									
	Pascal Braun|Josh LaBaer			0	England	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1016/S0167-7799(03)00189-6		668da6b6393fbc602a7f3fa0	Cell-Free System|Computational Biology|Escherichia coli|Eukaryotic Cells|Gene Expression Regulation|Models, Biological|Proteome|Proteomics|Recombinant Proteins	https://pubmed.ncbi.nlm.nih.gov/12948670		12948670	Trends in biotechnology	Journal Article,Review	2003-09-01T00:00:00Z	2003	High throughput protein production for functional proteomics.									
	Jin-Ho Lee|Dong-Eun Lee|Bheong-Uk Lee|Hak-Sung Kim			33	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1128/JB.185.18.5442-5451.2003		668da6b6393fbc602a7f3fa1	Electrophoresis, Gel, Two-Dimensional|Escherichia coli|Escherichia coli Proteins|Gene Expression Profiling|Gene Expression Regulation, Bacterial|Mutation|Oligonucleotide Array Sequence Analysis|Operon|Phosphotransferases (Alcohol Group Acceptor)|Proteome|Sequence Alignment|Threonine|Transcription, Genetic	https://pubmed.ncbi.nlm.nih.gov/12949096		12949096	Journal of bacteriology	Comparative Study,Journal Article,Research Support, Non-U.S. Gov't	2003-09-01T00:00:00Z	2003	Global analyses of transcriptomes and proteomes of a parent strain and an L-threonine-overproducing mutant strain.									
	Helga Westers|Ronald Dorenbos|Jan Maarten van Dijl|Jorrit Kabel|Tony Flanagan|Kevin M Devine|Florence Jude|Simone J Seror|Aaron C Beekman|Elise Darmon|Caroline Eschevins|Anne de Jong|Sierd Bron|Oscar P Kuipers|Alessandra M Albertini|Haike Antelmann|Michael Hecker|Nicola Zamboni|Uwe Sauer|Claude Bruand|Dusko S Ehrlich|Juan C Alonso|Margarita Salas|Wim J Quax			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1093/molbev/msg219		668da6b6393fbc602a7f3fa2	Bacillus Phages|Bacillus subtilis|Chromosomes, Bacterial|Culture Media|Escherichia coli|Evolution, Molecular|Gene Deletion|Genetic Engineering|Genome, Bacterial|Physical Chromosome Mapping|Plasmids|Spores, Bacterial	https://pubmed.ncbi.nlm.nih.gov/12949151		12949151	Molecular biology and evolution	Journal Article,Research Support, Non-U.S. Gov't	2003-12-01T00:00:00Z	2003	Genome engineering reveals large dispensable regions in Bacillus subtilis.									
	Kunigunde Stephani|Dieter Weichart|Regine Hengge			0	England	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1046/j.1365-2958.2003.03644.x		668da6b6393fbc602a7f3fa3	ATPases Associated with Diverse Cellular Activities|Adenosine Triphosphatases|Artificial Gene Fusion|Bacterial Proteins|Blotting, Western|DNA-Binding Proteins|Down-Regulation|Electrophoresis, Gel, Two-Dimensional|Electrophoresis, Polyacrylamide Gel|Endopeptidase Clp|Escherichia coli|Escherichia coli Proteins|Gene Expression Regulation, Bacterial|Genes, Reporter|Molecular Chaperones|Proteome|Recombinant Fusion Proteins|Serine Endopeptidases|Up-Regulation|beta-Galactosidase	https://pubmed.ncbi.nlm.nih.gov/12950924		12950924	Molecular microbiology	Journal Article,Research Support, Non-U.S. Gov't	2003-09-01T00:00:00Z	2003	Dynamic control of Dps protein levels by ClpXP and ClpAP proteases in Escherichia coli.									
	Jennifer L Reed|Thuy D Vo|Christophe H Schilling|Bernhard O Palsson			22	England	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1186/gb-2003-4-9-r54		668da6b6393fbc602a7f3fa4	Citric Acid Cycle|Escherichia coli|Escherichia coli Proteins|Genes, Bacterial|Genome, Bacterial|Glycerol|Ketoglutaric Acids|Models, Biological|Open Reading Frames	https://pubmed.ncbi.nlm.nih.gov/12952533		12952533	Genome biology	Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, P.H.S.	2003-01-01T00:00:00Z	2003	An expanded genome-scale model of Escherichia coli K-12 (iJR904 GSM/GPR).									
	Li Li|Christian J Stoeckert|David S Roos			33	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1101/gr.1224503		668da6b6393fbc602a7f3fa5	Animals|Arabidopsis|Caenorhabditis elegans|Computational Biology|Drosophila melanogaster|Eukaryotic Cells|Genome|Genome, Fungal|Genome, Plant|Genome, Protozoan|Humans|Internet|Plasmodium falciparum|Saccharomyces cerevisiae|Sequence Homology, Nucleic Acid|Software	https://pubmed.ncbi.nlm.nih.gov/12952885		12952885	Genome research	Comparative Study,Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, P.H.S.	2003-09-01T00:00:00Z	2003	OrthoMCL: identification of ortholog groups for eukaryotic genomes.									
	Clement A Stanyon|Thawornchai Limjindaporn|Russell L Finley			0	England	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.2144/03353st05		668da6b6393fbc602a7f3fa6	Bacterial Proteins|Cloning, Molecular|Escherichia coli|Gene Expression Regulation|Gene Transfer Techniques|Genetic Vectors|Open Reading Frames|Recombinant Proteins|Serine Endopeptidases|Yeasts	https://pubmed.ncbi.nlm.nih.gov/14513557		14513557	BioTechniques	Evaluation Study,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, P.H.S.,Technical Report	2003-09-01T00:00:00Z	2003	Simultaneous cloning of open reading frames into several different expression vectors.									
	Laurel L Lenz|Sina Mohammadi|Aimee Geissler|Daniel A Portnoy			40	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1073/pnas.2133653100		668da6b6393fbc602a7f3fa7	Adenosine Triphosphatases|Animals|Autolysis|Bacterial Proteins|Cells, Cultured|Escherichia coli Proteins|Listeria monocytogenes|Macrophages|Membrane Transport Proteins|Mice|Mice, Inbred BALB C|N-Acetylmuramoyl-L-alanine Amidase|Peptidoglycan|Proteomics|SEC Translocation Channels|SecA Proteins|Virulence	https://pubmed.ncbi.nlm.nih.gov/14527997		14527997	Proceedings of the National Academy of Sciences of the United States of America	Journal Article,Research Support, U.S. Gov't, P.H.S.	2003-10-14T00:00:00Z	2003	SecA2-dependent secretion of autolytic enzymes promotes Listeria monocytogenes pathogenesis.									
	Mee-Jung Han|Ki Jun Jeong|Jong-Shin Yoo|Sang Yup Lee			32	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1128/AEM.69.10.5772-5781.2003		668da6b6393fbc602a7f3fa8	Culture Media|Cysteine Synthase|Electrophoresis, Gel, Two-Dimensional|Escherichia coli|Escherichia coli Proteins|Gene Expression Regulation, Bacterial|Genetic Engineering|Humans|Leptin|Plasmids|Proteome|Serine	https://pubmed.ncbi.nlm.nih.gov/14532024		14532024	Applied and environmental microbiology	Evaluation Study,Journal Article,Research Support, Non-U.S. Gov't	2003-10-01T00:00:00Z	2003	Engineering Escherichia coli for increased productivity of serine-rich proteins based on proteome profiling.									
	Sang Taek Jung|Moon Suk Kim|Ji Yeon Seo|Hyung Chul Kim|Youngho Kim			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1016/s1046-5928(03)00217-1		668da6b6393fbc602a7f3fa9	Amine Oxidase (Copper-Containing)|Amino Acid Oxidoreductases|Animals|Base Sequence|Benzylamines|Cloning, Molecular|Escherichia coli|Freeze Drying|Humans|Inclusion Bodies|Molecular Sequence Data|Protein Engineering|Protein-Lysine 6-Oxidase|Recombinant Proteins	https://pubmed.ncbi.nlm.nih.gov/14550642		14550642	Protein expression and purification	Journal Article	2003-10-01T00:00:00Z	2003	Purification of enzymatically active human lysyl oxidase and lysyl oxidase-like protein from Escherichia coli inclusion bodies.									
	Thuy Tien T Quach|Nan Li|Dawn P Richards|Jing Zheng|Bernd O Keller|Liang Li			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1021/pr0340126		668da6b6393fbc602a7f3faa	Animals|Bacteriorhodopsins|Cyanogen Bromide|Databases, Protein|Endoplasmic Reticulum|Escherichia coli|Gels|Hydrophobic and Hydrophilic Interactions|Liver|Mass Spectrometry|Membrane Proteins|Mice|Molecular Weight|Nitrate Reductases|Peptide Fragments|Sequence Analysis|Spectrometry, Mass, Electrospray Ionization|Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization|Trypsin	https://pubmed.ncbi.nlm.nih.gov/14582651		14582651	Journal of proteome research	Journal Article,Research Support, Non-U.S. Gov't	2003-01-01T00:00:00Z	2003	Development and applications of in-gel CNBr/tryptic digestion combined with mass spectrometry for the analysis of membrane proteins.									
	Daniel Segrè|Jeremy Zucker|Jeremy Katz|Xiaoxia Lin|Patrik D'haeseleer|Wayne P Rindone|Peter Kharchenko|Dat H Nguyen|Matthew A Wright|George M Church			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1089/153623103322452413		668da6b6393fbc602a7f3fab	Algorithms|Biomass|Computer Simulation|Data Interpretation, Statistical|Escherichia coli|Genome|Kinetics|Metabolism|Models, Biological|Mycoplasma pneumoniae|Phenotype|User-Computer Interface	https://pubmed.ncbi.nlm.nih.gov/14583118		14583118	Omics : a journal of integrative biology	Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.,Research Support, U.S. Gov't, P.H.S.	2003-10-01T00:00:00Z	2003	From annotated genomes to metabolic flux models and kinetic parameter fitting.									
	Celia W Goulding|Marcin I Apostol|Stefan Gleiter|Angineh Parseghian|James Bardwell|Marila Gennaro|David Eisenberg			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1074/jbc.M311833200		668da6b6393fbc602a7f3fac	Amino Acid Sequence|Antigens, Bacterial|Bacterial Proteins|Binding Sites|Catalysis|Crystallography, X-Ray|Cysteine|Cytoplasm|Databases, Genetic|Dimerization|Disulfides|Dose-Response Relationship, Drug|Escherichia coli|Gram-Negative Bacteria|Gram-Positive Bacteria|Hirudins|Hydrogen-Ion Concentration|Kinetics|Models, Biological|Models, Molecular|Molecular Sequence Data|Mycobacterium tuberculosis|Oxidation-Reduction|Oxidoreductases|Oxygen|Plasmids|Protein Conformation|Protein Folding|Protein Structure, Secondary|Protein Structure, Tertiary|Sequence Homology, Amino Acid|Structure-Activity Relationship|Sulfhydryl Compounds|Thermodynamics|X-Ray Diffraction	https://pubmed.ncbi.nlm.nih.gov/14597624		14597624	The Journal of biological chemistry	Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.,Research Support, U.S. Gov't, P.H.S.	2004-01-30T00:00:00Z	2004	Gram-positive DsbE proteins function differently from Gram-negative DsbE homologs. A structure to function analysis of DsbE from Mycobacterium tuberculosis.									
	Igor N Berezovsky|Alla Kirzhner|Valery M Kirzhner|Vladimir R Rosenfeld|Edward N Trifonov			0	England	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1080/07391102.2003.10506928		668da6b6393fbc602a7f3fad	Amino Acid Motifs|Amino Acid Sequence|Animals|Caenorhabditis elegans|Crystallography, X-Ray|Escherichia coli|Models, Statistical|Molecular Sequence Data|Peptides|Polymers|Protein Conformation|Protein Folding|Proteins|Proteome|Proteomics|Sequence Homology, Amino Acid	https://pubmed.ncbi.nlm.nih.gov/14616028		14616028	Journal of biomolecular structure & dynamics	Journal Article,Research Support, Non-U.S. Gov't	2003-12-01T00:00:00Z	2003	Protein sequences yield a proteomic code.									
	Branislav Vecerek|Isabella Moll|Taras Afonyushkin|Vladimir Kaberdin|Udo Bläsi			0	England	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1046/j.1365-2958.2003.03727.x		668da6b6393fbc602a7f3fae	5,10-Methylenetetrahydrofolate Reductase (FADH2)|Bacterial Proteins|Base Sequence|Carrier Proteins|Cyclophilins|Escherichia coli|Escherichia coli Proteins|Gene Expression Regulation, Bacterial|Host Factor 1 Protein|Iron|Molecular Chaperones|Molecular Sequence Data|Peptidylprolyl Isomerase|Protein Biosynthesis|Proteomics|RNA Stability|RNA, Messenger|RNA, Small Nuclear|Repressor Proteins	https://pubmed.ncbi.nlm.nih.gov/14617150		14617150	Molecular microbiology	Journal Article,Research Support, Non-U.S. Gov't	2003-11-01T00:00:00Z	2003	Interaction of the RNA chaperone Hfq with mRNAs: direct and indirect roles of Hfq in iron metabolism of Escherichia coli.									
	Magdalena I Ivanova|Mari Gingery|Lisa J Whitson|David Eisenberg			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1021/bi0301486		668da6b6393fbc602a7f3faf	Amino Acid Sequence|Amino Acids|Amyloid|Birefringence|Circular Dichroism|Congo Red|Escherichia coli|Light|Microscopy, Electron|Models, Molecular|Molecular Sequence Data|Protein Structure, Secondary|Recombinant Fusion Proteins|Scattering, Radiation|Spectrophotometry|beta 2-Microglobulin	https://pubmed.ncbi.nlm.nih.gov/14622000		14622000	Biochemistry	Journal Article,Research Support, U.S. Gov't, Non-P.H.S.,Research Support, U.S. Gov't, P.H.S.	2003-11-25T00:00:00Z	2003	Role of the C-terminal 28 residues of beta2-microglobulin in amyloid fibril formation.									
	Clara Marco-Marín|Santiago Ramón-Maiques|Sandra Tavárez|Vicente Rubio			0	Netherlands	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1016/j.jmb.2003.09.038		668da6b6393fbc602a7f3fb0	Amino Acid Sequence|Arginine|Aspartate Kinase|Binding Sites|Catalysis|Crystallography, X-Ray|Escherichia coli|Models, Molecular|Molecular Sequence Data|Molecular Structure|Mutagenesis, Site-Directed|Mutation|Phosphotransferases (Carboxyl Group Acceptor)|Protein Binding|Protein Conformation|Sequence Homology, Amino Acid|Substrate Specificity	https://pubmed.ncbi.nlm.nih.gov/14623187		14623187	Journal of molecular biology	Comparative Study,Journal Article,Research Support, Non-U.S. Gov't	2003-11-28T00:00:00Z	2003	Site-directed mutagenesis of Escherichia coli acetylglutamate kinase and aspartokinase III probes the catalytic and substrate-binding mechanisms of these amino acid kinase family enzymes and allows three-dimensional modelling of aspartokinase.									
	Adrian T Saurin|Hendrik Neubert|Jonathan P Brennan|Philip Eaton			37	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1073/pnas.0404762101		668da6b6393fbc602a7f4031	Animals|Arsenites|Biochemistry|Biotin|Blotting, Western|Cyclohexanones|Dose-Response Relationship, Drug|Electrophoresis, Polyacrylamide Gel|Escherichia coli|Hydrogen Peroxide|Male|Maleimides|Mass Spectrometry|Models, Biological|Myocardium|Oxidation-Reduction|Oxidative Stress|Peptides|Perfusion|Protein Processing, Post-Translational|Rats|Rats, Wistar|Sensitivity and Specificity|Signal Transduction|Sulfenic Acids|Sulfhydryl Compounds	https://pubmed.ncbi.nlm.nih.gov/15604151		15604151	Proceedings of the National Academy of Sciences of the United States of America	Journal Article,Research Support, Non-U.S. Gov't	2004-12-28T00:00:00Z	2004	Widespread sulfenic acid formation in tissues in response to hydrogen peroxide.									
	Raju V Misra|Richard S P Horler|Wolfgang Reindl|Igor I Goryanin|Gavin H Thomas			19	England	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1093/nar/gki028		668da6b6393fbc602a7f4032	Databases, Genetic|Escherichia coli K12|Escherichia coli Proteins|Genome, Bacterial|Genomics|Systems Integration|User-Computer Interface	https://pubmed.ncbi.nlm.nih.gov/15608209		15608209	Nucleic acids research	Journal Article,Research Support, Non-U.S. Gov't	2005-01-01T00:00:00Z	2005	EchoBASE: an integrated post-genomic database for Escherichia coli.									
	András Láng|Imre G Csizmadia|András Perczel			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1002/prot.20307		668da6b6393fbc602a7f4033	Amino Acids|Biophysics|Databases, Protein|Escherichia coli|Escherichia coli Proteins|HIV Reverse Transcriptase|Hydrogen Bonding|Methionine|Models, Biological|Models, Chemical|Models, Molecular|Models, Statistical|Molecular Conformation|N-Formylmethionine|Peptides|Proline|Protein Conformation|Protein Folding|Protein Structure, Secondary|Proteins|Proteomics|Static Electricity|Thermodynamics	https://pubmed.ncbi.nlm.nih.gov/15616985		15616985	Proteins	Journal Article,Research Support, Non-U.S. Gov't	2005-02-15T00:00:00Z	2005	Peptide models XLV: conformational properties of N-formyl-L-methioninamide and its relevance to methionine in proteins.									
	Antonio del Sol|Paul O'Meara			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1002/prot.20348		668da6b6393fbc602a7f4034	Amino Acids|Animals|Bacteria|Binding Sites|Computational Biology|Dimerization|Escherichia coli|Humans|Models, Molecular|Models, Statistical|Molecular Biology|Molecular Conformation|Mutagenesis|Phosphorylation|Protein Binding|Protein Conformation|Protein Folding|Protein Interaction Mapping|Proteins|Proteomics|Sequence Alignment|Sequence Analysis, Protein|Structural Homology, Protein|Thermodynamics|Viruses	https://pubmed.ncbi.nlm.nih.gov/15617065		15617065	Proteins	Journal Article	2005-02-15T00:00:00Z	2005	Small-world network approach to identify key residues in protein-protein interaction.									
	T Polen|M Krämer|J Bongaerts|M Wubbolts|V F Wendisch			0	Netherlands	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1016/j.jbiotec.2004.08.017		668da6b6393fbc602a7f4035	Bacterial Proteins|Dose-Response Relationship, Drug|Escherichia coli|Escherichia coli Proteins|Gene Expression Profiling|Gene Expression Regulation, Bacterial|Oligonucleotide Array Sequence Analysis|Phenylalanine|Proteome|Repressor Proteins|Shikimic Acid	https://pubmed.ncbi.nlm.nih.gov/15639085		15639085	Journal of biotechnology	Comparative Study,Journal Article,Research Support, Non-U.S. Gov't	2005-02-09T00:00:00Z	2005	The global gene expression response of Escherichia coli to L-phenylalanine.									
	Pedro Romero|Jonathan Wagg|Michelle L Green|Dale Kaiser|Markus Krummenacker|Peter D Karp			23	England	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1186/gb-2004-6-1-r2		668da6b6393fbc602a7f4036	Arabidopsis|Computational Biology|Enzymes|Escherichia coli|Genome, Bacterial|Genome, Human|Genome, Plant|Humans|Internet|Metabolism|Nutritional Physiological Phenomena|Open Reading Frames	https://pubmed.ncbi.nlm.nih.gov/15642094		15642094	Genome biology	Journal Article,Research Support, N.I.H., Extramural,Research Support, U.S. Gov't, Non-P.H.S.,Research Support, U.S. Gov't, P.H.S.	2005-01-01T00:00:00Z	2005	Computational prediction of human metabolic pathways from the complete human genome.									
