paper_id,term_1,term_2,id,sentence_index,segment_length,segment
30796049,kin1,dmso,30796049,220,203,ts post hoc correctione fimmunoblot analysis of e kin1 phosphosubstrates and f phosphoaak2 in young adult gas1 mutant nematodes treated with vehicle dmso or methylxanthines actin loading controlgleft pan
30796049,sem,gas1,30796049,224,209,span curves the legend shows meanmedian lifespansem across all biological replicateshschematic drawing showing the critical biological processes underlying the lifespan extension of age1 gas1 mutant nematode
30796049,sem,age1,30796049,224,209,span curves the legend shows meanmedian lifespansem across all biological replicateshschematic drawing showing the critical biological processes underlying the lifespan extension of age1 gas1 mutant nematode
30796049,age1,gas1,30796049,224,75,al processes underlying the lifespan extension of age1 gas1 mutant nematode
30796049,atp,signature,30796049,225,182,oxphosdeficient nematodes display decreased lifespan diminished atp production fragmented mitochondrial network and a phosphoproteome signature associated with enhanced iis signaling
30796049,sem,gas1,30796049,229,185,average median lifespanssem from all replicates indicated beneath representative curvelocomotor activity of 10dayold gas1 mutant nematodes treated with vehicle dmso or methylxanthines
30796049,sem,dmso,30796049,229,185,average median lifespanssem from all replicates indicated beneath representative curvelocomotor activity of 10dayold gas1 mutant nematodes treated with vehicle dmso or methylxanthines
30796049,gas1,dmso,30796049,229,185,average median lifespanssem from all replicates indicated beneath representative curvelocomotor activity of 10dayold gas1 mutant nematodes treated with vehicle dmso or methylxanthines
30796049,sem,gas1,30796049,231,138,bars meansem pvalue001 pvalue0001 oneway anova dunnetts post hoc correctioneffect of methylxanthines on the survival of gas1 mutants
30796049,sem,post,30796049,231,138,bars meansem pvalue001 pvalue0001 oneway anova dunnetts post hoc correctioneffect of methylxanthines on the survival of gas1 mutants
30796049,post,gas1,30796049,231,138,bars meansem pvalue001 pvalue0001 oneway anova dunnetts post hoc correctioneffect of methylxanthines on the survival of gas1 mutants
30796049,sem,gas1,30796049,232,188,average median lifespanssem from all replicates indicated beneath representative curvespharyngeal pumpsminute in young adult gas1 mutant nematodes treated with vehicle or methylxanthines
30796049,gas1,actin,30796049,234,172,hosphosubstrates and f phosphoaak2 in young adult gas1 mutant nematodes treated with vehicle dmso or methylxanthines actin loading controlleft panel frap in vehicle or ptxt
30796049,post,kin1,30796049,234,134,pvalue00001 oneway anova dunnetts post hoc correctionimmunoblot analysis of e kin1 phosphosubstrates and f phosphoaak2 in young adul
30796049,post,gas1,30796049,234,190,pvalue00001 oneway anova dunnetts post hoc correctionimmunoblot analysis of e kin1 phosphosubstrates and f phosphoaak2 in young adult gas1 mutant nematodes treated with vehicle dmso or met
30796049,gas1,dmso,30796049,234,147,hosphosubstrates and f phosphoaak2 in young adult gas1 mutant nematodes treated with vehicle dmso or methylxanthines actin loading controlleft pane
30796049,kin1,actin,30796049,220,228,ts post hoc correctione fimmunoblot analysis of e kin1 phosphosubstrates and f phosphoaak2 in young adult gas1 mutant nematodes treated with vehicle dmso or methylxanthines actin loading controlgleft panel frap in vehicle or ptx
30796049,kin1,actin,30796049,234,228,netts post hoc correctionimmunoblot analysis of e kin1 phosphosubstrates and f phosphoaak2 in young adult gas1 mutant nematodes treated with vehicle dmso or methylxanthines actin loading controlleft panel frap in vehicle or ptxt
30796049,gas1,dmso,30796049,220,147,hosphosubstrates and f phosphoaak2 in young adult gas1 mutant nematodes treated with vehicle dmso or methylxanthines actin loading controlgleft pan
30796049,post,kin1,30796049,220,137,pvalue00001 oneway anova dunnetts post hoc correctione fimmunoblot analysis of e kin1 phosphosubstrates and f phosphoaak2 in young adul
30796049,aminophylline,enprofylline,30796049,201,131,lity of xanthine in aqueous solutions we employed aminophylline amp enprofylline enpf and pentoxifylline ptx fig4e which are three
30796049,xanthine,enprofylline,30796049,201,150,given the low solubility of xanthine in aqueous solutions we employed aminophylline amp enprofylline enpf and pentoxifylline ptx fig4e which are thre
30796049,amp,ptx,30796049,201,144,ne in aqueous solutions we employed aminophylline amp enprofylline enpf and pentoxifylline ptx fig4e which are three widely used methylxanthine
30796049,aminophylline,ptx,30796049,201,168,lity of xanthine in aqueous solutions we employed aminophylline amp enprofylline enpf and pentoxifylline ptx fig4e which are three widely used methylxanthines generall
30796049,ptx,xanthine,30796049,206,230,notably treatment with ptx appendixfig s4f and other methylxanthines data not shown did not improve mitochondrial respirationhaving established the pleiotropic effects of xanthine derivatives on aktmtor and pka activity we sought
30796049,gas1,xanthine,30796049,207,108,thus we exposed wt and gas1 mutant nematodes to xanthine derivatives by supplementing them with the bacteria
30796049,xanthine,gas1,30796049,208,249,while xanthine derivatives did not affect the lifespan of wt animals fig5a we found that these three methylxanthines significantly improved locomotor activity and extended the survival of complex ideficient gas1 mutants fig5b and c and datasetev1
30796049,aak2,gas1,30796049,210,132,we also found that kin12 activity and aak2 phosphorylation were enhanced in methylxanthinetreated gas1 mutant nematodes fig5e and f
30796049,ptx,gas1,30796049,211,168,notably ptx treatment promoted mitochondrial connectivity in gas1 mutant nematodes fig5g phenocopying in part what we observed in age1 gas1 double mutants fig1i and j
30796049,ptx,age1,30796049,211,168,notably ptx treatment promoted mitochondrial connectivity in gas1 mutant nematodes fig5g phenocopying in part what we observed in age1 gas1 double mutants fig1i and j
30796049,gas1,age1,30796049,211,168,notably ptx treatment promoted mitochondrial connectivity in gas1 mutant nematodes fig5g phenocopying in part what we observed in age1 gas1 double mutants fig1i and j
30796049,sem,gas1,30796049,215,186,average median lifespanssem from all replicates indicated beneath representative curveblocomotor activity of 10dayold gas1 mutant nematodes treated with vehicle dmso or methylxanthines
30796049,sem,dmso,30796049,215,186,average median lifespanssem from all replicates indicated beneath representative curveblocomotor activity of 10dayold gas1 mutant nematodes treated with vehicle dmso or methylxanthines
30796049,gas1,dmso,30796049,215,186,average median lifespanssem from all replicates indicated beneath representative curveblocomotor activity of 10dayold gas1 mutant nematodes treated with vehicle dmso or methylxanthines
30796049,sem,gas1,30796049,161,169,bars meansem n4 pvalue005 mannwhitney utestleft panel curves represent frap in age1 gas1 animals grown on rnai from larval l1 or from egg for fzo1 rnai to l4 stage
30796049,sem,post,30796049,217,139,bars meansem pvalue001 pvalue0001 oneway anova dunnetts post hoc correctionceffect of methylxanthines on the survival of gas1 mutants
30796049,post,gas1,30796049,217,139,bars meansem pvalue001 pvalue0001 oneway anova dunnetts post hoc correctionceffect of methylxanthines on the survival of gas1 mutants
30796049,sem,gas1,30796049,218,189,average median lifespanssem from all replicates indicated beneath representative curvesdpharyngeal pumpsminute in young adult gas1 mutant nematodes treated with vehicle or methylxanthines
30796049,gas1,actin,30796049,220,172,hosphosubstrates and f phosphoaak2 in young adult gas1 mutant nematodes treated with vehicle dmso or methylxanthines actin loading controlgleft panel frap in vehicle or ptx
30796049,post,gas1,30796049,220,193,pvalue00001 oneway anova dunnetts post hoc correctione fimmunoblot analysis of e kin1 phosphosubstrates and f phosphoaak2 in young adult gas1 mutant nematodes treated with vehicle dmso or met
30796049,amp,enprofylline,30796049,201,116,ne in aqueous solutions we employed aminophylline amp enprofylline enpf and pentoxifylline ptx fig4e which are thre
30796049,kin1,gas1,30796049,234,160,netts post hoc correctionimmunoblot analysis of e kin1 phosphosubstrates and f phosphoaak2 in young adult gas1 mutant nematodes treated with vehicle dmso or met
30796049,dmso,actin,30796049,234,129, adult gas1 mutant nematodes treated with vehicle dmso or methylxanthines actin loading controlleft panel frap in vehicle or ptxt
30796049,atp,age1,30796049,287,127,for each sample atp concentration was normalized to animal number for wt age1 gas1 and age1 gas1 nematodes or protein content f
30796049,age1,aak2,30796049,287,176,centration was normalized to animal number for wt age1 gas1 and age1 gas1 nematodes or protein content for age1 gas1 age1 aak2 gas1 age1 gas1 ev and age1 gas1 kin1rnai nematode
30796049,atp,aak2,30796049,287,199,for each sample atp concentration was normalized to animal number for wt age1 gas1 and age1 gas1 nematodes or protein content for age1 gas1 age1 aak2 gas1 age1 gas1 ev and age1 gas1 kin1rnai nematode
30796049,age1,gas1,30796049,305,200,creative proteomics inc usa performed a highperformance liquid chromatography and mass spectrometry uplcms analysis to determine the lipids present in wildtype age1 gas1 and age1 gas1 mutant nematodes
30796049,gas1,age1,30796049,324,194,frap experiments were conducted blind to the respective condition genotype treatment or rnai of the nematodeswe used five biological replicates of wt gas1 and age1 gas1 worms for transcriptomics
30796049,sodium,azide,30796049,334,49,the final concentration of sodium azide was 20mm
30796049,dmso,pyruvate,30796049,337,232,the next morning cells were treated with dmso vehicle or methylxanthines for 24h after treatment growth medium was replaced with seahorse xf base medium supplemented with 1mm sodium pyruvate 10mm glucose and 2mm lglutamine ph 74
30796049,sodium,pyruvate,30796049,337,232,the next morning cells were treated with dmso vehicle or methylxanthines for 24h after treatment growth medium was replaced with seahorse xf base medium supplemented with 1mm sodium pyruvate 10mm glucose and 2mm lglutamine ph 74
30796049,dmso,lglutamine,30796049,337,232,the next morning cells were treated with dmso vehicle or methylxanthines for 24h after treatment growth medium was replaced with seahorse xf base medium supplemented with 1mm sodium pyruvate 10mm glucose and 2mm lglutamine ph 74
30796049,pyruvate,lglutamine,30796049,337,232,the next morning cells were treated with dmso vehicle or methylxanthines for 24h after treatment growth medium was replaced with seahorse xf base medium supplemented with 1mm sodium pyruvate 10mm glucose and 2mm lglutamine ph 74
30796049,pyruvate,glucose,30796049,337,232,the next morning cells were treated with dmso vehicle or methylxanthines for 24h after treatment growth medium was replaced with seahorse xf base medium supplemented with 1mm sodium pyruvate 10mm glucose and 2mm lglutamine ph 74
30796049,glucose,lglutamine,30796049,337,232,the next morning cells were treated with dmso vehicle or methylxanthines for 24h after treatment growth medium was replaced with seahorse xf base medium supplemented with 1mm sodium pyruvate 10mm glucose and 2mm lglutamine ph 74
30796049,dmso,sodium,30796049,337,232,the next morning cells were treated with dmso vehicle or methylxanthines for 24h after treatment growth medium was replaced with seahorse xf base medium supplemented with 1mm sodium pyruvate 10mm glucose and 2mm lglutamine ph 74
30796049,sodium,lglutamine,30796049,337,232,the next morning cells were treated with dmso vehicle or methylxanthines for 24h after treatment growth medium was replaced with seahorse xf base medium supplemented with 1mm sodium pyruvate 10mm glucose and 2mm lglutamine ph 74
30796049,sodium,glucose,30796049,337,232,the next morning cells were treated with dmso vehicle or methylxanthines for 24h after treatment growth medium was replaced with seahorse xf base medium supplemented with 1mm sodium pyruvate 10mm glucose and 2mm lglutamine ph 74
30796049,dmso,glucose,30796049,337,232,the next morning cells were treated with dmso vehicle or methylxanthines for 24h after treatment growth medium was replaced with seahorse xf base medium supplemented with 1mm sodium pyruvate 10mm glucose and 2mm lglutamine ph 74
30796049,gas1,ipa,30796049,347,171,only proteins dysregulated in gas1 versus wt with fdr20 and an absolute fold change 5 most extreme control ratios ie 0345 were used in the subsequent ipa see also below
30796049,gas1,age1,30796049,360,131,chenomx inc canada performed an nmr1d analysis to determine the metabolites present in wildtype gas1 and age1 gas1 mutant nematodes
30796049,xanthine,sigma,30796049,374,159,immunoblots were visualized with a chemidoc imaging system bioradxanthine oxidase activity was measured with a xanthine oxidase activity assay kit sigma mak078
30796049,atp,gas1,30796049,287,132,for each sample atp concentration was normalized to animal number for wt age1 gas1 and age1 gas1 nematodes or protein content for ag
30796049,post,dmso,30796049,234,233,pvalue00001 oneway anova dunnetts post hoc correctionimmunoblot analysis of e kin1 phosphosubstrates and f phosphoaak2 in young adult gas1 mutant nematodes treated with vehicle dmso or methylxanthines actin loading controlleft pane
30796049,age1,gas1,30796049,287,109,centration was normalized to animal number for wt age1 gas1 and age1 gas1 nematodes or protein content for ag
30796049,actin,sigma,30796049,280,112,mouse monoclonal antibodies against mammalian and nematode actin were obtained from sigma and abcam respectively
30796049,kin1,dmso,30796049,234,203,netts post hoc correctionimmunoblot analysis of e kin1 phosphosubstrates and f phosphoaak2 in young adult gas1 mutant nematodes treated with vehicle dmso or methylxanthines actin loading controlleft pane
30796049,sem,gas1,30796049,238,208,span curves the legend shows meanmedian lifespansem across all biological replicatesschematic drawing showing the critical biological processes underlying the lifespan extension of age1 gas1 mutant nematode
30796049,sem,age1,30796049,238,208,span curves the legend shows meanmedian lifespansem across all biological replicatesschematic drawing showing the critical biological processes underlying the lifespan extension of age1 gas1 mutant nematode
30796049,age1,gas1,30796049,238,75,al processes underlying the lifespan extension of age1 gas1 mutant nematode
30796049,atp,signature,30796049,239,182,oxphosdeficient nematodes display decreased lifespan diminished atp production fragmented mitochondrial network and a phosphoproteome signature associated with enhanced iis signaling
30796049,rapamycin,insulin,30796049,248,199,for example it is known that rapamycin possesses immunosuppressive properties may accelerate the growth of certain solid tumors and induces insulin resistance hypertriglyceridemia and hyperglycemia m
30796049,fzo1,age1,30796049,255,108,we are indeed surprised that fzo1 rnai does not alter age1 gas1 survival since prior evidence shows that a f
30796049,fzo1,gas1,30796049,255,113,we are indeed surprised that fzo1 rnai does not alter age1 gas1 survival since prior evidence shows that a fused 
30796049,age1,gas1,30796049,255,109,re indeed surprised that fzo1 rnai does not alter age1 gas1 survival since prior evidence shows that a fused 
30796049,age1,gas1,30796049,257,85,rather we believe that in age1 gas1 animals enhanced mitochondrial connectivity is si
30796049,ipa,age1,30796049,261,238,not only did ipa reveal that five of the seven most hyperactive pathways converge on iis but also that 97 of significantly affected phosphorylated proteins in gas1 mutants were found to revert back to wt levels in age1 gas1 double mutants
30796049,ipa,gas1,30796049,261,238,not only did ipa reveal that five of the seven most hyperactive pathways converge on iis but also that 97 of significantly affected phosphorylated proteins in gas1 mutants were found to revert back to wt levels in age1 gas1 double mutants
30796049,gas1,age1,30796049,261,238,not only did ipa reveal that five of the seven most hyperactive pathways converge on iis but also that 97 of significantly affected phosphorylated proteins in gas1 mutants were found to revert back to wt levels in age1 gas1 double mutants
30796049,age1,gas1,30796049,262,223,in fact there were very few differentially phosphorylated proteins between wt and age1 gas1 mutants data not shown which further strengthened the hypothesis that the inhibition of iis may counteract mitochondrial deficiency
30796049,age1,gas1,30796049,263,103,what was perhaps most surprising was the degree of the lifespan extension observed in age1 gas1 mutants
30796049,age1,gas1,30796049,266,189,in line with this argument the lifespanextending effect of iis inhibition critically depends on ampk and pka since their downregulation drastically affects the survival of age1 gas1 mutants
30796049,ipa,module,30796049,267,204,based on a statistical analysis performed by ipa it seems that these two pleiotropic kinases form a signaling module upstream of the route associated with metabolic flexibility and shift toward catabolism
30796049,xanthine,adenine,30796049,271,184,previously xanthine along with adenine has been found to be slightly yet significantly reduced in iisdeficient nematodes within a larger context of metabolic flexibility gao etal 2018
30796049,xanthine,gas1,30796049,273,195,matodes we clearly show that treatment with these xanthine derivatives is enough to significantly promote survival of complex ideficient gas1 mutants despite being a much milder effect than a hyp
30796049,gas1,aak2,30796049,287,171,ation was normalized to animal number for wt age1 gas1 and age1 gas1 nematodes or protein content for age1 gas1 age1 aak2 gas1 age1 gas1 ev and age1 gas1 kin1rnai nematode
30796049,xanthine,ptx,30796049,201,183,given the low solubility of xanthine in aqueous solutions we employed aminophylline amp enprofylline enpf and pentoxifylline ptx fig4e which are three widely used methylxanthines gen
30796049,sem,gas1,30796049,217,139,bars meansem pvalue001 pvalue0001 oneway anova dunnetts post hoc correctionceffect of methylxanthines on the survival of gas1 mutants
30796049,xanthine,aminophylline,30796049,201,133,given the low solubility of xanthine in aqueous solutions we employed aminophylline amp enprofylline enpf and pentoxifylline ptx fig
30796049,sem,map,30796049,178,226,bar meansem n7schematic representation of purine degradation pathway with overlaid molecule activity predictor map analysis showing increased purine degradation in age1 gas1 mutants and the consequent xanthine accumulation
30796049,gas1,xanthine,30796049,178,226,bar meansem n7schematic representation of purine degradation pathway with overlaid molecule activity predictor map analysis showing increased purine degradation in age1 gas1 mutants and the consequent xanthine accumulation
30796049,sem,xanthine,30796049,178,226,bar meansem n7schematic representation of purine degradation pathway with overlaid molecule activity predictor map analysis showing increased purine degradation in age1 gas1 mutants and the consequent xanthine accumulation
30796049,age1,xanthine,30796049,178,226,bar meansem n7schematic representation of purine degradation pathway with overlaid molecule activity predictor map analysis showing increased purine degradation in age1 gas1 mutants and the consequent xanthine accumulation
30796049,ptx,actin,30796049,183,125,s treated with 02 dmso  or amp 2m enpf 2m and ptx 36m  for 24h actin loading controlimmunoblot analysis of phosphopka 
30796049,hap1,dmso,30796049,183,131,opras40 t246 and total pras40 in wt and ndufa9 ko hap1 cells treated with 02 dmso  or amp 2m enpf 2m and ptx 36m  for 24h ac
30796049,pan,hap1,30796049,183,168, this studyimmunoblot analysis of phosphoakt s473 pan akt phosphopras40 t246 and total pras40 in wt and ndufa9 ko hap1 cells treated with 02 dmso  or amp 2m enpf 2m
30796049,pan,amp,30796049,183,203, this studyimmunoblot analysis of phosphoakt s473 pan akt phosphopras40 t246 and total pras40 in wt and ndufa9 ko hap1 cells treated with 02 dmso  or amp 2m enpf 2m and ptx 36m  for 24h actin load
30796049,sem,pan,30796049,183,228,bars meansem n2 nsnonsignificant mannwhitney utestschematic representations of xanthine and the methylxanthines used in this studyimmunoblot analysis of phosphoakt s473 pan akt phosphopras40 t246 and total pras40 in wt and
30796049,pan,actin,30796049,183,248, this studyimmunoblot analysis of phosphoakt s473 pan akt phosphopras40 t246 and total pras40 in wt and ndufa9 ko hap1 cells treated with 02 dmso  or amp 2m enpf 2m and ptx 36m  for 24h actin loading controlimmunoblot analysis of phosphopka 
30796049,pan,ptx,30796049,183,226, this studyimmunoblot analysis of phosphoakt s473 pan akt phosphopras40 t246 and total pras40 in wt and ndufa9 ko hap1 cells treated with 02 dmso  or amp 2m enpf 2m and ptx 36m  for 24h actin loading controlimmunoblot a
30796049,dmso,amp,30796049,183,113,40 in wt and ndufa9 ko hap1 cells treated with 02 dmso  or amp 2m enpf 2m and ptx 36m  for 24h actin loadi
30796049,map,xanthine,30796049,178,226,bar meansem n7schematic representation of purine degradation pathway with overlaid molecule activity predictor map analysis showing increased purine degradation in age1 gas1 mutants and the consequent xanthine accumulation
30796049,amp,actin,30796049,183,148,and ndufa9 ko hap1 cells treated with 02 dmso  or amp 2m enpf 2m and ptx 36m  for 24h actin loading controlimmunoblot analysis of phosphopka 
30796049,hap1,amp,30796049,183,140,opras40 t246 and total pras40 in wt and ndufa9 ko hap1 cells treated with 02 dmso  or amp 2m enpf 2m and ptx 36m  for 24h actin loadi
30796049,hap1,actin,30796049,183,184,opras40 t246 and total pras40 in wt and ndufa9 ko hap1 cells treated with 02 dmso  or amp 2m enpf 2m and ptx 36m  for 24h actin loading controlimmunoblot analysis of phosphopka 
30796049,dmso,ptx,30796049,183,136,40 in wt and ndufa9 ko hap1 cells treated with 02 dmso  or amp 2m enpf 2m and ptx 36m  for 24h actin loading controlimmunoblot an
30796049,sem,xanthine,30796049,183,143,bars meansem n2 nsnonsignificant mannwhitney utestschematic representations of xanthine and the methylxanthines used in this studyimmunob
30796049,pan,dmso,30796049,183,195, this studyimmunoblot analysis of phosphoakt s473 pan akt phosphopras40 t246 and total pras40 in wt and ndufa9 ko hap1 cells treated with 02 dmso  or amp 2m enpf 2m and ptx 36m  for 24h ac
30796049,hap1,ptx,30796049,183,163,opras40 t246 and total pras40 in wt and ndufa9 ko hap1 cells treated with 02 dmso  or amp 2m enpf 2m and ptx 36m  for 24h actin loading controlimmunoblot an
30796049,amp,ptx,30796049,183,126,and ndufa9 ko hap1 cells treated with 02 dmso  or amp 2m enpf 2m and ptx 36m  for 24h actin loading controlimmunoblot a
30796049,xanthine,pan,30796049,183,198,ant mannwhitney utestschematic representations of xanthine and the methylxanthines used in this studyimmunoblot analysis of phosphoakt s473 pan akt phosphopras40 t246 and total pras40 in wt and nduf
30796049,gas1,age1,30796049,185,68,volcano plot of lipidomic profiling in gas1 versus age1 gas1 mutants
30796049,age1,gas1,30796049,186,148,red stars significantly altered lipids in age1 gas1 versus gas1 5 fdr n5nmr1d targeted metabolic profiling in age1 gas1 mutants normalized to gas1
30796049,sem,gas1,30796049,189,226,bar meansem n7schematic representation of purine degradation pathway with overlaid molecule activity predictor map analysis showing increased purine degradation in age1 gas1 mutants and the consequent xanthine accumulation
30796049,map,gas1,30796049,189,226,bar meansem n7schematic representation of purine degradation pathway with overlaid molecule activity predictor map analysis showing increased purine degradation in age1 gas1 mutants and the consequent xanthine accumulation
30796049,dmso,actin,30796049,183,157,40 in wt and ndufa9 ko hap1 cells treated with 02 dmso  or amp 2m enpf 2m and ptx 36m  for 24h actin loading controlimmunoblot analysis of phosphopka 
30796049,age1,gas1,30796049,178,226,bar meansem n7schematic representation of purine degradation pathway with overlaid molecule activity predictor map analysis showing increased purine degradation in age1 gas1 mutants and the consequent xanthine accumulation
30796049,map,age1,30796049,178,226,bar meansem n7schematic representation of purine degradation pathway with overlaid molecule activity predictor map analysis showing increased purine degradation in age1 gas1 mutants and the consequent xanthine accumulation
30796049,sem,age1,30796049,178,226,bar meansem n7schematic representation of purine degradation pathway with overlaid molecule activity predictor map analysis showing increased purine degradation in age1 gas1 mutants and the consequent xanthine accumulation
30796049,gas1,fzo1,30796049,161,169,bars meansem n4 pvalue005 mannwhitney utestleft panel curves represent frap in age1 gas1 animals grown on rnai from larval l1 or from egg for fzo1 rnai to l4 stage
30796049,age1,gas1,30796049,161,169,bars meansem n4 pvalue005 mannwhitney utestleft panel curves represent frap in age1 gas1 animals grown on rnai from larval l1 or from egg for fzo1 rnai to l4 stage
30796049,age1,fzo1,30796049,161,169,bars meansem n4 pvalue005 mannwhitney utestleft panel curves represent frap in age1 gas1 animals grown on rnai from larval l1 or from egg for fzo1 rnai to l4 stage
30796049,sem,fzo1,30796049,161,169,bars meansem n4 pvalue005 mannwhitney utestleft panel curves represent frap in age1 gas1 animals grown on rnai from larval l1 or from egg for fzo1 rnai to l4 stage
30796049,age1,gas1,30796049,167,140,we reasoned that enhanced catabolism would result in different metabolic profiles in age1 gas1 double mutant compared to gas1 mutant animals
30796049,age1,triacylglycerols,30796049,168,231,first we performed a lipid analysis and to our surprise found that the lipid profiling showed only minor differences between gas1 and age1 gas1 mutants with no significant reduction of the storage lipid triacylglycerols tags fig4a
30796049,gas1,triacylglycerols,30796049,168,231,first we performed a lipid analysis and to our surprise found that the lipid profiling showed only minor differences between gas1 and age1 gas1 mutants with no significant reduction of the storage lipid triacylglycerols tags fig4a
30796049,gas1,age1,30796049,168,231,first we performed a lipid analysis and to our surprise found that the lipid profiling showed only minor differences between gas1 and age1 gas1 mutants with no significant reduction of the storage lipid triacylglycerols tags fig4a
30796049,age1,gas1,30796049,170,225,on the metabolite level an nmr targeted profiling on nematode lysates showed only few changes with an almost sixfold increase in xanthine being the most prominent alteration in age1 gas1 compared to gas1 mutant animals fig4b
30796049,xanthine,gas1,30796049,170,225,on the metabolite level an nmr targeted profiling on nematode lysates showed only few changes with an almost sixfold increase in xanthine being the most prominent alteration in age1 gas1 compared to gas1 mutant animals fig4b
30796049,xanthine,age1,30796049,170,225,on the metabolite level an nmr targeted profiling on nematode lysates showed only few changes with an almost sixfold increase in xanthine being the most prominent alteration in age1 gas1 compared to gas1 mutant animals fig4b
30796049,age1,gas1,30796049,171,164,based on the ipa of the transcriptomic data it seems that the observed xanthine buildup is a consequence of increased purine degradation in age1 gas1 animals fig4c
30796049,ipa,xanthine,30796049,171,164,based on the ipa of the transcriptomic data it seems that the observed xanthine buildup is a consequence of increased purine degradation in age1 gas1 animals fig4c
30796049,ipa,gas1,30796049,171,164,based on the ipa of the transcriptomic data it seems that the observed xanthine buildup is a consequence of increased purine degradation in age1 gas1 animals fig4c
30796049,ipa,age1,30796049,171,164,based on the ipa of the transcriptomic data it seems that the observed xanthine buildup is a consequence of increased purine degradation in age1 gas1 animals fig4c
30796049,xanthine,gas1,30796049,171,164,based on the ipa of the transcriptomic data it seems that the observed xanthine buildup is a consequence of increased purine degradation in age1 gas1 animals fig4c
30796049,xanthine,age1,30796049,171,164,based on the ipa of the transcriptomic data it seems that the observed xanthine buildup is a consequence of increased purine degradation in age1 gas1 animals fig4c
30796049,xdh1,gas1,30796049,172,200,consistently qrtpcr showed that xanthine dehydrogenase xdh1 was significantly reduced in age1 gas1 compared to gas1 mutant animals while xanthine oxidase activity was not significantly affected fig4d
30796049,age1,gas1,30796049,172,200,consistently qrtpcr showed that xanthine dehydrogenase xdh1 was significantly reduced in age1 gas1 compared to gas1 mutant animals while xanthine oxidase activity was not significantly affected fig4d
30796049,xanthine,xdh1,30796049,172,200,consistently qrtpcr showed that xanthine dehydrogenase xdh1 was significantly reduced in age1 gas1 compared to gas1 mutant animals while xanthine oxidase activity was not significantly affected fig4d
30796049,xdh1,age1,30796049,172,200,consistently qrtpcr showed that xanthine dehydrogenase xdh1 was significantly reduced in age1 gas1 compared to gas1 mutant animals while xanthine oxidase activity was not significantly affected fig4d
30796049,xanthine,gas1,30796049,172,200,consistently qrtpcr showed that xanthine dehydrogenase xdh1 was significantly reduced in age1 gas1 compared to gas1 mutant animals while xanthine oxidase activity was not significantly affected fig4d
30796049,xanthine,age1,30796049,172,200,consistently qrtpcr showed that xanthine dehydrogenase xdh1 was significantly reduced in age1 gas1 compared to gas1 mutant animals while xanthine oxidase activity was not significantly affected fig4d
30796049,gas1,age1,30796049,174,68,volcano plot of lipidomic profiling in gas1 versus age1 gas1 mutants
30796049,age1,gas1,30796049,175,148,red stars significantly altered lipids in age1 gas1 versus gas1 5 fdr n5nmr1d targeted metabolic profiling in age1 gas1 mutants normalized to gas1
30796049,sem,gas1,30796049,178,226,bar meansem n7schematic representation of purine degradation pathway with overlaid molecule activity predictor map analysis showing increased purine degradation in age1 gas1 mutants and the consequent xanthine accumulation
30796049,map,gas1,30796049,178,226,bar meansem n7schematic representation of purine degradation pathway with overlaid molecule activity predictor map analysis showing increased purine degradation in age1 gas1 mutants and the consequent xanthine accumulation
30796049,sem,age1,30796049,189,226,bar meansem n7schematic representation of purine degradation pathway with overlaid molecule activity predictor map analysis showing increased purine degradation in age1 gas1 mutants and the consequent xanthine accumulation
30796049,ptx,phosphodiesterase,30796049,201,216,phylline amp enprofylline enpf and pentoxifylline ptx fig4e which are three widely used methylxanthines generally known as competitive nonselective phosphodiesterase inhibitors pdes and adenosine receptor antagonist
30796049,sem,age1,30796049,54,145,bars meansem pvalue005 pvalue 0001 kruskalwallis test dunns post hoc correctionhocr of gas1 and age1 gas1 mutant nematodes normalized to tof
30796049,map,age1,30796049,189,226,bar meansem n7schematic representation of purine degradation pathway with overlaid molecule activity predictor map analysis showing increased purine degradation in age1 gas1 mutants and the consequent xanthine accumulation
30796049,map,xanthine,30796049,189,226,bar meansem n7schematic representation of purine degradation pathway with overlaid molecule activity predictor map analysis showing increased purine degradation in age1 gas1 mutants and the consequent xanthine accumulation
30796049,sem,map,30796049,189,226,bar meansem n7schematic representation of purine degradation pathway with overlaid molecule activity predictor map analysis showing increased purine degradation in age1 gas1 mutants and the consequent xanthine accumulation
30796049,gas1,xanthine,30796049,189,226,bar meansem n7schematic representation of purine degradation pathway with overlaid molecule activity predictor map analysis showing increased purine degradation in age1 gas1 mutants and the consequent xanthine accumulation
30796049,sem,xanthine,30796049,189,226,bar meansem n7schematic representation of purine degradation pathway with overlaid molecule activity predictor map analysis showing increased purine degradation in age1 gas1 mutants and the consequent xanthine accumulation
30796049,age1,xanthine,30796049,189,226,bar meansem n7schematic representation of purine degradation pathway with overlaid molecule activity predictor map analysis showing increased purine degradation in age1 gas1 mutants and the consequent xanthine accumulation
30796049,ptx,actin,30796049,194,125,s treated with 02 dmso  or amp 2m enpf 2m and ptx 36m  for 24h actin loading controlimmunoblot analysis of phosphopka 
30796049,hap1,dmso,30796049,194,131,opras40 t246 and total pras40 in wt and ndufa9 ko hap1 cells treated with 02 dmso  or amp 2m enpf 2m and ptx 36m  for 24h ac
30796049,pan,hap1,30796049,194,168, this studyimmunoblot analysis of phosphoakt s473 pan akt phosphopras40 t246 and total pras40 in wt and ndufa9 ko hap1 cells treated with 02 dmso  or amp 2m enpf 2m
